,Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
328,Changan,Alsvin,Saudi,White,Standard,1.5,Gas,Automatic,36833,Riyadh,28500,1
335,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,71000,Riyadh,38000,3
336,Hyundai,Sonata,Other,White,Full,2.0,Gas,Automatic,65239,Qassim,67000,3
337,Toyota,Yaris,Saudi,Silver,Standard,1.5,Gas,Automatic,131000,Jeddah,35000,3
338,Ford,Expedition,Saudi,Blue,Semi Full,5.4,Gas,Automatic,346000,Dammam,27000,13
340,Genesis,G80,Other,White,Full,3.8,Gas,Automatic,124000,Riyadh,86000,5
343,Toyota,Corolla,Saudi,Grey,Standard,1.6,Gas,Automatic,121000,Jeddah,48000,3
346,Kia,Carnival,Saudi,Another Color,Standard,3.5,Gas,Automatic,126000,Dammam,20000,12
347,Lexus,ES,Other,Black,Full,3.5,Gas,Automatic,40000,Dammam,185000,2
348,Mitsubishi,Attrage,Saudi,White,Standard,1.2,Gas,Automatic,68000,Al-Medina,26500,3
349,Ford,Focus,Saudi,Black,Standard,1.5,Gas,Automatic,75000,Riyadh,21000,7
351,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,106000,Dammam,79000,8
352,Chevrolet,Impala,Saudi,White,Standard,3.5,Gas,Automatic,91000,Dammam,55000,5
353,Toyota,Fortuner,Saudi,White,Standard,2.7,Gas,Automatic,127000,Jeddah,57000,7
356,Nissan,Sunny,Saudi,White,Standard,1.5,Gas,Automatic,79968,Riyadh,29000,3
357,Toyota,Yaris,Saudi,Black,Full,1.5,Gas,Automatic,203429,Riyadh,29000,6
358,Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,93788,Riyadh,29000,3
359,Renault,Duster,Saudi,Black,Standard,2.0,Gas,Automatic,164169,Riyadh,29500,3
360,GMC,Sierra,Saudi,Navy,Standard,5.3,Gas,Automatic,17000,Dammam,156000,1
361,Chevrolet,Tahoe,Saudi,Black,Standard,5.3,Gas,Automatic,34000,Riyadh,158000,2
362,Kia,Rio,Saudi,White,Standard,1.4,Gas,Automatic,170000,Jeddah,26000,4
363,Ford,Explorer,Saudi,Black,Semi Full,3.5,Gas,Automatic,160000,Al-Ahsa,65000,6
368,Toyota,Land Cruiser,Saudi,Black,Full,5.7,Gas,Automatic,119000,Dammam,180000,6
369,Chevrolet,Tahoe,Other,Black,Full,5.7,Gas,Automatic,168000,Dammam,110000,6
370,Honda,Accord,Gulf Arabic,White,Full,2.0,Gas,Automatic,45000,Riyadh,102000,2
372,Nissan,Land Cruiser Pickup,Saudi,White,Full,4.0,Gas,Automatic,44000,Riyadh,95000,5
378,Subaru,Forester,Saudi,White,Standard,2.4,Gas,Automatic,113000,Dammam,18500,11
383,Toyota,Sequoia,Saudi,White,Semi Full,5.7,Gas,Automatic,275000,Makkah,55000,12
386,Renault,Duster,Saudi,Oily,Standard,2.0,Gas,Automatic,53811,Riyadh,29500,3
387,Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,93049,Riyadh,29500,2
388,Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,87042,Riyadh,29500,2
389,Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,85093,Riyadh,29500,2
391,BMW,The 4,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,122000,Riyadh,110000,6
392,Lexus,GS,Gulf Arabic,Black,Full,1.0,Gas,Automatic,78000,Riyadh,170000,4
393,Mitsubishi,Pajero,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,56525,Riyadh,78000,3
394,Hyundai,Sonata,Gulf Arabic,Blue,Full,2.4,Gas,Automatic,76000,Riyadh,68000,5
395,Mercedes,C,Gulf Arabic,Grey,Full,2.0,Gas,Automatic,119000,Riyadh,130000,5
396,Chrysler,C300,Gulf Arabic,Black,Full,5.7,Gas,Automatic,49000,Riyadh,135000,3
399,MINI,Cooper,Gulf Arabic,Black,Full,2.0,Gas,Automatic,42000,Riyadh,95000,5
400,Chevrolet,Impala,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,84000,Riyadh,77000,2
401,Toyota,Avalon,Gulf Arabic,White,Full,3.5,Gas,Automatic,53000,Riyadh,118000,4
403,GMC,Acadia,Saudi,White,Semi Full,3.6,Gas,Automatic,106000,Riyadh,75000,5
404,GMC,Sierra,Gulf Arabic,Grey,Full,5.3,Gas,Automatic,32000,Riyadh,158000,1
406,Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,95000,Riyadh,141000,4
407,Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,39000,Riyadh,160000,4
408,Honda,City,Saudi,Black,Full,4.0,Gas,Automatic,51000,Riyadh,41000,5
411,Mitsubishi,Pajero,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,56000,Riyadh,76000,3
412,Chevrolet,Tahoe,Gulf Arabic,White,Full,5.3,Gas,Automatic,73000,Riyadh,142000,4
413,Toyota,Prado,Gulf Arabic,White,Full,4.0,Gas,Automatic,39000,Riyadh,151000,4
414,Kia,Cadenza,Gulf Arabic,White,Semi Full,3.3,Gas,Manual,72000,Riyadh,88000,2
415,Ford,Echo Sport,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,2700,Riyadh,55000,1
417,Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,123291,Riyadh,29500,2
418,Renault,Duster,Saudi,Grey,Standard,2.0,Gas,Automatic,117719,Riyadh,29500,3
419,Ford,Figo,Saudi,White,Standard,1.5,Gas,Automatic,51717,Jeddah,29500,2
420,Ford,Figo,Saudi,Black,Standard,1.5,Gas,Automatic,26323,Jeddah,29500,2
421,Mercedes,CLA,Saudi,Red,Full,2.0,Gas,Automatic,103000,Riyadh,110000,4
422,Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,75000,Riyadh,125000,4
423,Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,24000,Riyadh,160000,4
425,Chevrolet,Tahoe,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,168000,4
426,Land Rover,Range Rover,Saudi,White,Full,3.8,Gas,Automatic,26000,Riyadh,170000,3
427,BMW,The 5,Gulf Arabic,White,Full,2.0,Gas,Automatic,105000,Riyadh,85000,5
428,Toyota,Camry,Gulf Arabic,Black,Semi Full,2.5,Gas,Automatic,83000,Riyadh,72000,5
429,Hyundai,Sonata,Gulf Arabic,White,Standard,2.4,Gas,Automatic,35000,Riyadh,64000,2
431,Chevrolet,Silverado,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,110000,Riyadh,107000,4
432,Audi,A5,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,90000,Riyadh,115000,5
433,Hyundai,Santa fe,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,12000,Riyadh,79000,5
434,Chevrolet,Tahoe,Saudi,White,Semi Full,5.3,Gas,Automatic,197000,Riyadh,92000,5
435,Jeep,Cherokee,Gulf Arabic,Grey,Full,2.4,Gas,Automatic,81000,Riyadh,88000,5
436,Toyota,Camry,Gulf Arabic,White,Full,2.5,Gas,Automatic,42000,Riyadh,95000,3
438,Nissan,Altima,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48000,Riyadh,68000,3
439,BMW,X,Gulf Arabic,White,Full,4.4,Gas,Automatic,130000,Riyadh,160000,5
440,Nissan,Patrol,Saudi,Grey,Semi Full,4.8,Gas,Automatic,134000,Riyadh,135000,6
441,Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000,Riyadh,115000,4
442,MINI,Cooper,Saudi,Silver,Full,2.0,Gas,Manual,59000,Riyadh,85000,3
443,Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,85000,Riyadh,141000,4
444,Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,75000,Riyadh,141000,4
445,Chevrolet,Impala,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,85000,Riyadh,68500,2
447,Toyota,FJ,Saudi,Grey,Standard,4.0,Gas,Automatic,46000,Riyadh,135000,1
448,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,106818,Riyadh,29500,3
449,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,103461,Riyadh,30000,4
450,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,110448,Riyadh,30000,4
451,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,143021,Riyadh,30000,4
452,Chevrolet,Suburban,Gulf Arabic,Black,Full,5.3,Gas,Automatic,48000,Riyadh,163000,3
453,Chevrolet,Impala,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,85000,Riyadh,73000,2
454,Honda,Odyssey,Gulf Arabic,Black,Full,3.5,Gas,Automatic,80000,Riyadh,72000,5
455,Nissan,Altima,Gulf Arabic,White,Full,2.5,Gas,Automatic,1000,Riyadh,115000,2
456,Genesis,G80,Gulf Arabic,Black,Full,3.8,Gas,Automatic,66000,Riyadh,119000,4
458,Mercedes,C,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000,Riyadh,143000,4
460,Mercedes,E,Gulf Arabic,White,Full,3.0,Gas,Automatic,120000,Riyadh,135000,5
463,Hyundai,Sonata,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,28000,Riyadh,68000,2
465,Hyundai,Santa fe,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,350000,Riyadh,52000,6
467,Chevrolet,Tahoe,Saudi,Bronze,Full,5.3,Gas,Automatic,292000,Riyadh,55000,11
468,Chevrolet,Suburban,Gulf Arabic,Black,Semi Full,5.3,Gas,Automatic,58000,Riyadh,170000,3
469,Kia,Optima,Gulf Arabic,White,Standard,2.0,Gas,Automatic,48000,Riyadh,67000,3
470,Jeep,Wrangler,Gulf Arabic,Green,Full,3.6,Gas,Automatic,42000,Riyadh,110000,4
471,Mercedes,CLA,Gulf Arabic,White,Full,2.0,Gas,Automatic,28000,Riyadh,149000,2
472,GMC,Yukon,Gulf Arabic,Bronze,Standard,5.3,Gas,Automatic,88000,Riyadh,141000,5
473,Ford,Expedition,Gulf Arabic,White,Full,3.5,Gas,Automatic,81000,Riyadh,88000,5
474,Hyundai,Sonata,Gulf Arabic,White,Full,2.4,Gas,Automatic,38000,Riyadh,63000,5
475,Lexus,ES,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,104000,Riyadh,105000,6
477,Chevrolet,Impala,Saudi,Black,Semi Full,3.6,Gas,Automatic,189000,Dammam,40000,7
478,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,173700,Riyadh,30000,4
479,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,207135,Riyadh,30000,4
480,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,114250,Riyadh,30000,4
481,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,197990,Riyadh,30000,4
482,Cadillac,XT5,Gulf Arabic,White,Full,3.6,Gas,Automatic,91000,Riyadh,130000,4
483,Jeep,Wrangler,Gulf Arabic,Orange,Standard,3.0,Gas,Manual,40000,Riyadh,115000,3
484,GMC,Acadia,Saudi,Black,Semi Full,3.6,Gas,Automatic,148000,Riyadh,70000,5
485,GMC,Yukon,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,175000,5
486,Chevrolet,Cruze,Gulf Arabic,White,Semi Full,1.6,Gas,Automatic,52000,Riyadh,45000,5
487,Mercedes,GLC,Gulf Arabic,White,Full,2.0,Gas,Automatic,51000,Riyadh,185000,3
488,Kia,Optima,Gulf Arabic,White,Full,2.4,Gas,Automatic,79680,Riyadh,49000,6
489,Kia,Cadenza,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,69000,Riyadh,95000,3
490,GMC,Yukon,Gulf Arabic,Black,Full,5.3,Gas,Automatic,61000,Riyadh,165000,5
491,GMC,Sierra,Saudi,White,Standard,6.0,Gas,Automatic,231000,Riyadh,45000,10
492,Ford,Explorer,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,53000,Riyadh,113000,5
493,GMC,Sierra,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,37000,Riyadh,159000,1
494,Lexus,ES,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,92000,Riyadh,115000,5
495,Toyota,Land Cruiser,Gulf Arabic,White,Full,5.7,Gas,Automatic,42000,Riyadh,138000,5
496,Mercedes,C,Gulf Arabic,White,Full,2.0,Gas,Automatic,54000,Riyadh,120000,6
497,Chevrolet,Tahoe,Saudi,White,Full,5.3,Gas,Automatic,146000,Riyadh,118000,5
500,Nissan,Navara,Saudi,White,Full,2.5,Gas,Manual,83000,Jeddah,45000,6
501,Toyota,Fortuner,Saudi,Golden,Standard,2.7,Gas,Automatic,350000,Riyadh,50000,8
505,Daihatsu,Gran Max,Saudi,White,Standard,1.5,Gas,Manual,254000,Riyadh,25000,7
506,Toyota,Corolla,Saudi,Another Color,Standard,1.6,Gas,Automatic,16479,Riyadh,56000,1
508,Toyota,Avalon,Saudi,Red,Full,3.5,Gas,Automatic,169000,Aseer,75000,8
509,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,125848,Riyadh,30000,4
510,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,132567,Riyadh,30000,4
511,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,76938,Riyadh,30000,4
512,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,114482,Riyadh,30000,4
513,Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,105499,Riyadh,25000,3
517,Hyundai,Accent,Saudi,Silver,Standard,1.6,Gas,Automatic,105444,Riyadh,33000,2
518,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,183000,Riyadh,27000,4
524,Toyota,Fortuner,Saudi,Grey,Full,3.0,Gas,Automatic,18448,Riyadh,130000,2
526,Chevrolet,Aveo,Saudi,White,Standard,1.5,Gas,Automatic,118000,Riyadh,20000,4
527,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,62000,Riyadh,35000,3
529,Chevrolet,Spark,Saudi,White,Standard,1.4,Gas,Automatic,96342,Riyadh,25000,2
533,Land Rover,Range Rover,Saudi,Blue,Full,4.4,Gas,Automatic,289000,Riyadh,20000,15
537,Honda,Civic,Saudi,White,Semi Full,1.6,Gas,Automatic,41000,Jeddah,67000,2
540,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,168347,Riyadh,30000,4
541,Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,86871,Riyadh,30500,2
542,Kia,Soul,Saudi,Green,Semi Full,1.6,Gas,Automatic,157603,Riyadh,31500,7
543,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,87995,Riyadh,31500,4
544,Toyota,Fortuner,Saudi,White,Semi Full,4.0,Gas,Automatic,37800,Jeddah,106000,4
548,Renault,Fluence,Saudi,White,Standard,1.6,Gas,Manual,280,Al-Baha,18000,6
549,Toyota,Rav4,Saudi,White,Semi Full,2.5,Gas,Automatic,88000,Dammam,77000,3
550,Hyundai,Azera,Saudi,Navy,Full,3.5,Gas,Automatic,64000,Riyadh,94000,2
551,Hyundai,Santa fe,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000,Dammam,47000,5
552,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,175000,Jeddah,77000,5
553,Hyundai,Sonata,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000,Riyadh,63000,3
554,Kia,Sportage,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Riyadh,53000,4
555,Toyota,Rav4,Saudi,White,Full,2.0,Gas,Automatic,216000,Riyadh,60000,5
556,Honda,Accord,Saudi,White,Full,2.4,Gas,Automatic,223000,Riyadh,48000,7
557,Toyota,Fortuner,Saudi,White,Semi Full,3.0,Gas,Automatic,40000,Riyadh,93000,2
558,Lexus,ES,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,78000,Riyadh,115000,5
559,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,132000,Riyadh,77000,3
562,Hyundai,Tucson,Saudi,Grey,Semi Full,2.0,Gas,Automatic,190000,Riyadh,54000,5
563,Toyota,Innova,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,340000,Riyadh,67000,3
564,Genesis,G80,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000,Riyadh,100000,3
565,Kia,Sportage,Saudi,Silver,Full,2.4,Gas,Automatic,125000,Riyadh,65000,4
566,Toyota,Land Cruiser Pickup,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000,Riyadh,72000,7
567,Hyundai,Elantra,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Riyadh,36000,4
568,Mazda,CX9,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,230000,Riyadh,50000,5
571,Toyota,Yaris,Saudi,Red,Standard,1.5,Gas,Automatic,117313,Jeddah,32500,3
572,Nissan,Sentra,Saudi,Bronze,Standard,1.6,Gas,Automatic,115480,Riyadh,32500,5
573,Renault,Dokker,Saudi,White,Standard,1.6,Gas,Manual,119588,Riyadh,34000,2
574,Toyota,Camry,Saudi,Blue,Full,2.4,Gas,Automatic,317,Jeddah,22000,12
576,Lexus,LX,Saudi,Black,Full,5.7,Gas,Automatic,220000,Riyadh,180000,7
577,Hyundai,Veloster,Saudi,Yellow,Full,2.0,Gas,Automatic,63000,Riyadh,62000,2
578,Kia,Cadenza,Saudi,White,Standard,3.0,Gas,Automatic,175000,Riyadh,50000,4
579,Mazda,6,Saudi,Brown,Standard,2.5,Gas,Automatic,140000,Riyadh,40000,5
580,Hyundai,Sonata,Saudi,Golden,Semi Full,2.5,Gas,Automatic,12000,Riyadh,78000,1
581,Hyundai,Santa fe,Saudi,White,Semi Full,3.3,Gas,Automatic,62000,Riyadh,55000,5
582,Hyundai,Genesis,Saudi,Bronze,Full,5.0,Gas,Automatic,106000,Riyadh,90000,4
583,Hyundai,Sonata,Saudi,Silver,Full,2.4,Gas,Automatic,135000,Riyadh,58000,3
584,Toyota,Yaris,Saudi,White,Standard,1.6,Gas,Automatic,167000,Riyadh,29000,4
585,Lexus,ES,Gulf Arabic,Black,Full,3.0,Gas,Automatic,85000,Riyadh,128000,4
586,Nissan,Maxima,Saudi,White,Full,3.5,Gas,Automatic,155000,Riyadh,65000,5
587,GMC,Yukon,Saudi,Black,Semi Full,5.0,Gas,Automatic,204000,Riyadh,44000,11
588,Hyundai,Tucson,Saudi,White,Full,2.0,Gas,Automatic,251000,Riyadh,49000,6
589,Nissan,X-Trail,Saudi,Another Color,Full,2.7,Gas,Automatic,65000,Riyadh,52000,5
590,Toyota,Yaris,Saudi,Grey,Standard,1.4,Gas,Automatic,125000,Riyadh,30000,4
591,Toyota,Camry,Saudi,Brown,Full,2.5,Gas,Automatic,49000,Riyadh,82000,2
592,Hyundai,Azera,Saudi,Red,Semi Full,3.5,Gas,Automatic,74000,Riyadh,77000,3
593,Lexus,ES,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,82000,Riyadh,110000,4
594,Ford,Fusion,Saudi,White,Semi Full,2.0,Gas,Automatic,260000,Riyadh,30000,7
596,Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,50000,Riyadh,127000,4
597,Nissan,Patrol,Saudi,White,Full,4.0,Gas,Automatic,208000,Riyadh,72000,11
598,GMC,Yukon,Saudi,Bronze,Semi Full,5.0,Gas,Automatic,303000,Riyadh,36000,14
599,Toyota,Camry,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,145,Jeddah,25000,11
600,BMW,X,Saudi,Black,Full,1.6,Gas,Automatic,98000,Riyadh,150000,6
601,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,124975,Riyadh,33000,3
602,Nissan,Sunny,Saudi,Another Color,Standard,1.5,Gas,Automatic,38920,Jeddah,33500,2
603,Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,56991,Jeddah,33500,2
604,Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,109746,Riyadh,34000,4
605,Chevrolet,Tahoe,Saudi,Black,Semi Full,5.3,Gas,Automatic,200000,Riyadh,42000,10
606,Honda,Accord,Saudi,White,Semi Full,2.4,Gas,Automatic,15000,Riyadh,58000,9
607,Chevrolet,Spark,Saudi,White,Standard,1.4,Gas,Automatic,101000,Riyadh,21000,4
608,Lexus,ES,Gulf Arabic,Another Color,Semi Full,3.0,Gas,Automatic,91000,Riyadh,112000,4
609,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,258000,Riyadh,62000,5
610,Lexus,ES,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,72000,Riyadh,108000,5
612,Hyundai,Elantra,Saudi,White,Full,2.0,Gas,Automatic,176000,Riyadh,35000,6
613,Hyundai,Elantra,Saudi,Grey,Standard,2.0,Gas,Automatic,56000,Riyadh,50000,1
614,Hyundai,Accent,Saudi,Brown,Standard,1.4,Gas,Automatic,112000,Riyadh,27000,4
615,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,110000,Riyadh,27000,4
616,Kia,Rio,Saudi,Red,Standard,1.4,Gas,Automatic,157000,Riyadh,25000,5
617,Hyundai,Elantra,Saudi,Another Color,Standard,2.0,Gas,Automatic,119000,Riyadh,33000,5
620,Mercedes,C,Other,Black,Full,2.0,Gas,Automatic,70000,Jeddah,177000,3
622,Toyota,FJ,Saudi,Grey,Semi Full,4.0,Gas,Automatic,17000,Riyadh,140000,1
624,Chevrolet,Tahoe,Other,White,Semi Full,5.3,Gas,Automatic,228400,Jazan,39000,14
626,Ford,Expedition,Saudi,Grey,Standard,3.5,Gas,Automatic,55000,Jeddah,143000,3
627,Chevrolet,Tahoe,Saudi,Navy,Semi Full,5.3,Gas,Automatic,33000,Riyadh,163000,2
629,Toyota,Corolla,Other,White,Full,2.0,Gas,Automatic,80000,Riyadh,39000,6
630,Hyundai,Accent,Saudi,Red,Standard,1.4,Gas,Automatic,89685,Riyadh,34500,2
631,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,102109,Riyadh,35000,3
632,Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,93315,Riyadh,35500,3
634,Lexus,LX,Saudi,Silver,Standard,5.7,Gas,Automatic,240000,Riyadh,145000,8
635,Chevrolet,Caprice,Saudi,Black,Semi Full,6.0,Gas,Automatic,325000,Riyadh,53000,8
636,GMC,Yukon,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000,6
637,Toyota,FJ,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,74658,Riyadh,135000,4
638,GMC,Sierra,Saudi,Red,Full,6.2,Gas,Automatic,124418,Riyadh,120000,4
639,Chevrolet,Tahoe,Saudi,Silver,Semi Full,5.3,Gas,Automatic,71000,Riyadh,125000,6
640,Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,123496,Riyadh,130000,5
641,GMC,Yukon,Saudi,Black,Full,5.3,Gas,Automatic,166616,Riyadh,135000,6
642,GMC,Yukon,Saudi,Brown,Semi Full,5.3,Gas,Automatic,129356,Riyadh,140000,5
643,GMC,Sierra,Saudi,White,Full,5.3,Gas,Automatic,82576,Riyadh,120000,5
644,Ford,Taurus,Saudi,Silver,Standard,3.5,Gas,Automatic,54494,Riyadh,85000,2
645,GMC,Yukon,Saudi,White,Standard,5.3,Gas,Automatic,82343,Riyadh,125000,6
646,Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,180000,Riyadh,70000,7
647,Hyundai,H1,Saudi,White,Semi Full,2.4,Gas,Automatic,179000,Riyadh,45000,5
648,Chevrolet,Tahoe,Saudi,Black,Semi Full,5.3,Gas,Automatic,160428,Riyadh,65000,7
649,Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,330000,Riyadh,43000,8
650,Chevrolet,Tahoe,Saudi,White,Semi Full,5.7,Gas,Automatic,192036,Riyadh,110000,6
651,GMC,Yukon,Saudi,Red,Semi Full,5.3,Gas,Automatic,77000,Riyadh,80000,8
652,Mazda,6,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,25712,Riyadh,78000,3
653,Hyundai,H1,Saudi,White,Semi Full,2.7,Gas,Automatic,140000,Riyadh,55000,6
654,Chevrolet,Tahoe,Saudi,White,Full,5.3,Gas,Automatic,97955,Riyadh,145000,5
655,GMC,Yukon,Saudi,Black,Semi Full,6.0,Gas,Automatic,168000,Riyadh,150000,3
656,GMC,Yukon,Saudi,White,Full,6.2,Gas,Automatic,168576,Riyadh,150000,6
657,Honda,Accord,Saudi,White,Semi Full,2.5,Gas,Automatic,92034,Riyadh,67000,5
658,Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,81967,Riyadh,35500,3
659,Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,229507,Riyadh,35500,4
660,Nissan,Altima,Saudi,Bronze,Semi Full,2.5,Gas,Automatic,139337,Riyadh,36500,7
661,Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,131889,Riyadh,36500,4
662,Chevrolet,Tahoe,Saudi,Black,Semi Full,5.7,Gas,Automatic,230000,Riyadh,38000,13
663,Nissan,Datsun,Saudi,White,Semi Full,2.5,Gas,Manual,174436,Riyadh,35000,6
664,Chevrolet,Caprice,Saudi,White,Standard,6.2,Gas,Automatic,155000,Riyadh,77000,5
665,Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,105286,Riyadh,136000,5
666,GMC,Yukon,Saudi,White,Full,5.3,Gas,Automatic,133490,Riyadh,143000,6
668,Chevrolet,Caprice,Saudi,Another Color,Full,6.0,Gas,Automatic,163000,Riyadh,82000,7
669,Chevrolet,Caprice,Saudi,Another Color,Full,5.7,Gas,Automatic,200000,Riyadh,46000,10
670,Chevrolet,Caprice,Saudi,White,Standard,6.2,Gas,Automatic,268041,Riyadh,75000,6
671,GMC,Yukon,Saudi,Golden,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000,6
672,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,260000,Riyadh,52000,9
673,Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,158039,Riyadh,75000,4
674,Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,62556,Riyadh,85000,2
675,Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,61817,Riyadh,85000,2
676,Chevrolet,Caprice,Saudi,White,Standard,6.2,Gas,Automatic,209861,Riyadh,65000,8
677,GMC,Yukon,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,55106,Riyadh,150000,5
678,Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,107320,Riyadh,130000,5
679,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,105000,Riyadh,80000,6
680,Toyota,Land Cruiser 70,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,177000,Riyadh,90000,5
682,Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,244000,Riyadh,70000,6
683,Toyota,Land Cruiser,Saudi,White,Full,5.7,Gas,Automatic,175023,Riyadh,150000,7
684,Toyota,Land Cruiser Pickup,Saudi,Another Color,Full,4.0,Gas,Manual,203843,Riyadh,90000,6
685,Chevrolet,Caprice,Saudi,Silver,Standard,6.2,Gas,Automatic,55769,Riyadh,90000,8
